filename,terrain_class,fe_percent,mg_percent,ti_percent,si_percent,moisture_level,notes
PCAML-C-003_SCI_N_20140113190245_0008_A_2A.png,regolith,8.5,4.2,1.3,45.2,none,Synthetic label - replace with real data
PCAML-C-003_SCI_N_20140113190245_0008_A_2C.png,regolith,8.5,4.2,1.3,45.2,none,Synthetic label - replace with real data
PCAML-C-004_SCI_N_20131221224059_0005_A_2A.png,regolith,8.5,4.2,1.3,45.2,none,Synthetic label - replace with real data
PCAML-C-004_SCI_N_20131224185710_0006_A_2A.png,regolith,8.5,4.2,1.3,45.2,none,Synthetic label - replace with real data
PCAML-C-004_SCI_N_20131224185710_0006_A_2C.png,regolith,8.5,4.2,1.3,45.2,none,Synthetic label - replace with real data
PCAML-C-004_SCI_N_20140112131458_0007_A_2A.png,regolith,8.5,4.2,1.3,45.2,none,Synthetic label - replace with real data
PCAML-C-004_SCI_N_20140112131458_0007_A_2C.png,regolith,8.5,4.2,1.3,45.2,none,Synthetic label - replace with real data
PCAML-C-004_SCI_N_20140113190347_0008_A_2A.png,regolith,8.5,4.2,1.3,45.2,none,Synthetic label - replace with real data
PCAML-C-004_SCI_N_20140113190347_0008_A_2C.png,regolith,8.5,4.2,1.3,45.2,none,Synthetic label - replace with real data
PCAML-C-005_SCI_N_20131221224350_0005_A_2A.png,regolith,8.5,4.2,1.3,45.2,none,Synthetic label - replace with real data
PCAML-C-005_SCI_N_20131224185813_0006_A_2A.png,regolith,8.5,4.2,1.3,45.2,none,Synthetic label - replace with real data
PCAML-C-005_SCI_N_20131224185813_0006_A_2C.png,regolith,8.5,4.2,1.3,45.2,none,Synthetic label - replace with real data
PCAML-C-005_SCI_N_20140112131601_0007_A_2A.png,regolith,8.5,4.2,1.3,45.2,none,Synthetic label - replace with real data
PCAML-C-005_SCI_N_20140112131601_0007_A_2C.png,regolith,8.5,4.2,1.3,45.2,none,Synthetic label - replace with real data
PCAML-C-005_SCI_N_20140113190450_0008_A_2A.png,regolith,8.5,4.2,1.3,45.2,none,Synthetic label - replace with real data
PCAML-C-005_SCI_N_20140113190450_0008_A_2C.png,regolith,8.5,4.2,1.3,45.2,none,Synthetic label - replace with real data
PCAML-C-006_SCI_N_20131221224650_0005_A_2A.png,regolith,8.5,4.2,1.3,45.2,none,Synthetic label - replace with real data
PCAML-C-006_SCI_N_20131224185915_0006_A_2A.png,regolith,8.5,4.2,1.3,45.2,none,Synthetic label - replace with real data
PCAML-C-006_SCI_N_20131224185915_0006_A_2C.png,regolith,8.5,4.2,1.3,45.2,none,Synthetic label - replace with real data
PCAML-C-006_SCI_N_20140112131703_0007_A_2A.png,regolith,8.5,4.2,1.3,45.2,none,Synthetic label - replace with real data
PCAML-C-006_SCI_N_20140112131703_0007_A_2C.png,regolith,8.5,4.2,1.3,45.2,none,Synthetic label - replace with real data
PCAML-C-006_SCI_N_20140113190552_0008_A_2A.png,regolith,8.5,4.2,1.3,45.2,none,Synthetic label - replace with real data
PCAML-C-006_SCI_N_20140113190552_0008_A_2C.png,regolith,8.5,4.2,1.3,45.2,none,Synthetic label - replace with real data
PCAML-C-007_SCI_N_20131221225019_0005_A_2A.png,regolith,8.5,4.2,1.3,45.2,none,Synthetic label - replace with real data
PCAML-C-007_SCI_N_20131224190017_0006_A_2A.png,regolith,8.5,4.2,1.3,45.2,none,Synthetic label - replace with real data
PCAML-C-007_SCI_N_20131224190017_0006_A_2C.png,regolith,8.5,4.2,1.3,45.2,none,Synthetic label - replace with real data
PCAML-C-007_SCI_N_20140112131805_0007_A_2A.png,regolith,8.5,4.2,1.3,45.2,none,Synthetic label - replace with real data
PCAML-C-007_SCI_N_20140112131805_0007_A_2C.png,regolith,8.5,4.2,1.3,45.2,none,Synthetic label - replace with real data
PCAML-C-007_SCI_N_20140113190654_0008_A_2A.png,regolith,8.5,4.2,1.3,45.2,none,Synthetic label - replace with real data
PCAML-C-007_SCI_N_20140113190654_0008_A_2C.png,regolith,8.5,4.2,1.3,45.2,none,Synthetic label - replace with real data
PCAML-C-008_SCI_N_20131221225319_0005_A_2A.png,regolith,8.5,4.2,1.3,45.2,none,Synthetic label - replace with real data
PCAML-C-008_SCI_N_20131224190120_0006_A_2A.png,regolith,8.5,4.2,1.3,45.2,none,Synthetic label - replace with real data
PCAML-C-008_SCI_N_20131224190120_0006_A_2C.png,regolith,8.5,4.2,1.3,45.2,none,Synthetic label - replace with real data
PCAML-C-008_SCI_N_20140112131908_0007_A_2A.png,regolith,8.5,4.2,1.3,45.2,none,Synthetic label - replace with real data
PCAML-C-008_SCI_N_20140112131908_0007_A_2C.png,regolith,8.5,4.2,1.3,45.2,none,Synthetic label - replace with real data
PCAML-C-008_SCI_N_20140113190757_0008_A_2A.png,regolith,8.5,4.2,1.3,45.2,none,Synthetic label - replace with real data
PCAML-C-008_SCI_N_20140113190757_0008_A_2C.png,regolith,8.5,4.2,1.3,45.2,none,Synthetic label - replace with real data
PCAML-C-009_SCI_N_20131221225619_0005_A_2A.png,regolith,8.5,4.2,1.3,45.2,none,Synthetic label - replace with real data
PCAML-C-009_SCI_N_20131224190222_0006_A_2A.png,regolith,8.5,4.2,1.3,45.2,none,Synthetic label - replace with real data
PCAML-C-009_SCI_N_20131224190222_0006_A_2C.png,regolith,8.5,4.2,1.3,45.2,none,Synthetic label - replace with real data
PCAML-C-009_SCI_N_20140112132010_0007_A_2A.png,regolith,8.5,4.2,1.3,45.2,none,Synthetic label - replace with real data
PCAML-C-009_SCI_N_20140112132010_0007_A_2C.png,regolith,8.5,4.2,1.3,45.2,none,Synthetic label - replace with real data
PCAML-C-009_SCI_N_20140113190859_0008_A_2A.png,regolith,8.5,4.2,1.3,45.2,none,Synthetic label - replace with real data
PCAML-C-009_SCI_N_20140113190859_0008_A_2C.png,regolith,8.5,4.2,1.3,45.2,none,Synthetic label - replace with real data
PCAML-C-010_SCI_N_20131224190325_0006_A_2A.png,regolith,8.5,4.2,1.3,45.2,none,Synthetic label - replace with real data
PCAML-C-010_SCI_N_20131224190325_0006_A_2C.png,regolith,8.5,4.2,1.3,45.2,none,Synthetic label - replace with real data
PCAML-C-010_SCI_N_20140112132113_0007_A_2A.png,regolith,8.5,4.2,1.3,45.2,none,Synthetic label - replace with real data
PCAML-C-010_SCI_N_20140112132113_0007_A_2C.png,regolith,8.5,4.2,1.3,45.2,none,Synthetic label - replace with real data
PCAML-C-010_SCI_N_20140113191002_0008_A_2A.png,regolith,8.5,4.2,1.3,45.2,none,Synthetic label - replace with real data
PCAML-C-010_SCI_N_20140113191002_0008_A_2C.png,regolith,8.5,4.2,1.3,45.2,none,Synthetic label - replace with real data
PCAML-C-011_SCI_N_20131224190427_0006_A_2A.png,regolith,8.5,4.2,1.3,45.2,none,Synthetic label - replace with real data
PCAML-C-011_SCI_N_20131224190427_0006_A_2C.png,regolith,8.5,4.2,1.3,45.2,none,Synthetic label - replace with real data
PCAML-C-011_SCI_N_20140112132215_0007_A_2A.png,regolith,8.5,4.2,1.3,45.2,none,Synthetic label - replace with real data
PCAML-C-011_SCI_N_20140112132215_0007_A_2C.png,regolith,8.5,4.2,1.3,45.2,none,Synthetic label - replace with real data
PCAML-C-011_SCI_N_20140113191104_0008_A_2A.png,regolith,8.5,4.2,1.3,45.2,none,Synthetic label - replace with real data
PCAML-C-011_SCI_N_20140113191104_0008_A_2C.png,regolith,8.5,4.2,1.3,45.2,none,Synthetic label - replace with real data
PCAML-C-012_SCI_N_20131224190530_0006_A_2A.png,regolith,8.5,4.2,1.3,45.2,none,Synthetic label - replace with real data
PCAML-C-012_SCI_N_20131224190530_0006_A_2C.png,regolith,8.5,4.2,1.3,45.2,none,Synthetic label - replace with real data
PCAML-C-012_SCI_N_20140112132318_0007_A_2A.png,regolith,8.5,4.2,1.3,45.2,none,Synthetic label - replace with real data
PCAML-C-012_SCI_N_20140112132318_0007_A_2C.png,regolith,8.5,4.2,1.3,45.2,none,Synthetic label - replace with real data
PCAML-C-012_SCI_N_20140113191206_0008_A_2A.png,regolith,8.5,4.2,1.3,45.2,none,Synthetic label - replace with real data
PCAML-C-012_SCI_N_20140113191206_0008_A_2C.png,regolith,8.5,4.2,1.3,45.2,none,Synthetic label - replace with real data
PCAML-C-013_SCI_N_20131224190632_0006_A_2A.png,regolith,8.5,4.2,1.3,45.2,none,Synthetic label - replace with real data
PCAML-C-013_SCI_N_20131224190632_0006_A_2C.png,regolith,8.5,4.2,1.3,45.2,none,Synthetic label - replace with real data
PCAML-C-013_SCI_N_20140112132420_0007_A_2A.png,regolith,8.5,4.2,1.3,45.2,none,Synthetic label - replace with real data
PCAML-C-013_SCI_N_20140112132420_0007_A_2C.png,regolith,8.5,4.2,1.3,45.2,none,Synthetic label - replace with real data
PCAML-C-013_SCI_N_20140113191309_0008_A_2A.png,regolith,8.5,4.2,1.3,45.2,none,Synthetic label - replace with real data
PCAML-C-013_SCI_N_20140113191309_0008_A_2C.png,regolith,8.5,4.2,1.3,45.2,none,Synthetic label - replace with real data
PCAML-C-014_SCI_N_20131224190734_0006_A_2A.png,regolith,8.5,4.2,1.3,45.2,none,Synthetic label - replace with real data
PCAML-C-014_SCI_N_20131224190734_0006_A_2C.png,regolith,8.5,4.2,1.3,45.2,none,Synthetic label - replace with real data
PCAML-C-014_SCI_N_20140112132522_0007_A_2A.png,regolith,8.5,4.2,1.3,45.2,none,Synthetic label - replace with real data
PCAML-C-014_SCI_N_20140112132522_0007_A_2C.png,regolith,8.5,4.2,1.3,45.2,none,Synthetic label - replace with real data
PCAML-C-014_SCI_N_20140113191411_0008_A_2A.png,regolith,8.5,4.2,1.3,45.2,none,Synthetic label - replace with real data
PCAML-C-014_SCI_N_20140113191411_0008_A_2C.png,regolith,8.5,4.2,1.3,45.2,none,Synthetic label - replace with real data
PCAML-C-015_SCI_N_20131224190837_0006_A_2A.png,regolith,8.5,4.2,1.3,45.2,none,Synthetic label - replace with real data
PCAML-C-015_SCI_N_20131224190837_0006_A_2C.png,regolith,8.5,4.2,1.3,45.2,none,Synthetic label - replace with real data
PCAML-C-015_SCI_N_20140112132625_0007_A_2A.png,regolith,8.5,4.2,1.3,45.2,none,Synthetic label - replace with real data
PCAML-C-015_SCI_N_20140112132625_0007_A_2C.png,regolith,8.5,4.2,1.3,45.2,none,Synthetic label - replace with real data
PCAML-C-015_SCI_N_20140113191514_0008_A_2A.png,regolith,8.5,4.2,1.3,45.2,none,Synthetic label - replace with real data
PCAML-C-015_SCI_N_20140113191514_0008_A_2C.png,regolith,8.5,4.2,1.3,45.2,none,Synthetic label - replace with real data
PCAML-C-016_SCI_N_20131224190939_0006_A_2A.png,regolith,8.5,4.2,1.3,45.2,none,Synthetic label - replace with real data
PCAML-C-016_SCI_N_20131224190939_0006_A_2C.png,regolith,8.5,4.2,1.3,45.2,none,Synthetic label - replace with real data
PCAML-C-016_SCI_N_20140112132727_0007_A_2A.png,regolith,8.5,4.2,1.3,45.2,none,Synthetic label - replace with real data
PCAML-C-016_SCI_N_20140112132727_0007_A_2C.png,regolith,8.5,4.2,1.3,45.2,none,Synthetic label - replace with real data
PCAML-C-016_SCI_N_20140113191616_0008_A_2A.png,regolith,8.5,4.2,1.3,45.2,none,Synthetic label - replace with real data
PCAML-C-016_SCI_N_20140113191616_0008_A_2C.png,regolith,8.5,4.2,1.3,45.2,none,Synthetic label - replace with real data
PCAML-C-017_SCI_N_20131224191042_0006_A_2A.png,regolith,8.5,4.2,1.3,45.2,none,Synthetic label - replace with real data
PCAML-C-017_SCI_N_20131224191042_0006_A_2C.png,regolith,8.5,4.2,1.3,45.2,none,Synthetic label - replace with real data
PCAML-C-017_SCI_N_20140112132830_0007_A_2A.png,regolith,8.5,4.2,1.3,45.2,none,Synthetic label - replace with real data
PCAML-C-017_SCI_N_20140112132830_0007_A_2C.png,regolith,8.5,4.2,1.3,45.2,none,Synthetic label - replace with real data
PCAML-C-017_SCI_N_20140113191718_0008_A_2A.png,regolith,8.5,4.2,1.3,45.2,none,Synthetic label - replace with real data
PCAML-C-017_SCI_N_20140113191718_0008_A_2C.png,regolith,8.5,4.2,1.3,45.2,none,Synthetic label - replace with real data
PCAML-C-018_SCI_N_20131224191144_0006_A_2A.png,regolith,8.5,4.2,1.3,45.2,none,Synthetic label - replace with real data
PCAML-C-018_SCI_N_20131224191144_0006_A_2C.png,regolith,8.5,4.2,1.3,45.2,none,Synthetic label - replace with real data
PCAML-C-018_SCI_N_20140112132932_0007_A_2A.png,regolith,8.5,4.2,1.3,45.2,none,Synthetic label - replace with real data
PCAML-C-018_SCI_N_20140112132932_0007_A_2C.png,regolith,8.5,4.2,1.3,45.2,none,Synthetic label - replace with real data
PCAML-C-018_SCI_N_20140113191821_0008_A_2A.png,regolith,8.5,4.2,1.3,45.2,none,Synthetic label - replace with real data
PCAML-C-018_SCI_N_20140113191821_0008_A_2C.png,regolith,8.5,4.2,1.3,45.2,none,Synthetic label - replace with real data
PCAML-C-019_SCI_N_20131224191246_0006_A_2A.png,regolith,8.5,4.2,1.3,45.2,none,Synthetic label - replace with real data
PCAML-C-019_SCI_N_20131224191246_0006_A_2C.png,regolith,8.5,4.2,1.3,45.2,none,Synthetic label - replace with real data
PCAML-C-019_SCI_N_20140112133034_0007_A_2A.png,regolith,8.5,4.2,1.3,45.2,none,Synthetic label - replace with real data
PCAML-C-019_SCI_N_20140112133034_0007_A_2C.png,regolith,8.5,4.2,1.3,45.2,none,Synthetic label - replace with real data
PCAML-C-019_SCI_N_20140113191923_0008_A_2A.png,regolith,8.5,4.2,1.3,45.2,none,Synthetic label - replace with real data
PCAML-C-019_SCI_N_20140113191923_0008_A_2C.png,regolith,8.5,4.2,1.3,45.2,none,Synthetic label - replace with real data
PCAML-C-020_SCI_N_20131224191349_0006_A_2A.png,regolith,8.5,4.2,1.3,45.2,none,Synthetic label - replace with real data
PCAML-C-020_SCI_N_20131224191349_0006_A_2C.png,regolith,8.5,4.2,1.3,45.2,none,Synthetic label - replace with real data
PCAML-C-020_SCI_N_20140112133137_0007_A_2A.png,regolith,8.5,4.2,1.3,45.2,none,Synthetic label - replace with real data
PCAML-C-020_SCI_N_20140112133137_0007_A_2C.png,regolith,8.5,4.2,1.3,45.2,none,Synthetic label - replace with real data
PCAML-C-020_SCI_N_20140113192026_0008_A_2A.png,regolith,8.5,4.2,1.3,45.2,none,Synthetic label - replace with real data
PCAML-C-020_SCI_N_20140113192026_0008_A_2C.png,regolith,8.5,4.2,1.3,45.2,none,Synthetic label - replace with real data
PCAML-C-021_SCI_N_20131224191451_0006_A_2A.png,regolith,8.5,4.2,1.3,45.2,none,Synthetic label - replace with real data
PCAML-C-021_SCI_N_20131224191451_0006_A_2C.png,regolith,8.5,4.2,1.3,45.2,none,Synthetic label - replace with real data
PCAML-C-021_SCI_N_20140112133239_0007_A_2A.png,regolith,8.5,4.2,1.3,45.2,none,Synthetic label - replace with real data
PCAML-C-021_SCI_N_20140112133239_0007_A_2C.png,regolith,8.5,4.2,1.3,45.2,none,Synthetic label - replace with real data
PCAML-C-021_SCI_N_20140113192128_0008_A_2A.png,regolith,8.5,4.2,1.3,45.2,none,Synthetic label - replace with real data
PCAML-C-021_SCI_N_20140113192128_0008_A_2C.png,regolith,8.5,4.2,1.3,45.2,none,Synthetic label - replace with real data
PCAML-C-022_SCI_N_20131224191554_0006_A_2A.png,regolith,8.5,4.2,1.3,45.2,none,Synthetic label - replace with real data
PCAML-C-022_SCI_N_20131224191554_0006_A_2C.png,regolith,8.5,4.2,1.3,45.2,none,Synthetic label - replace with real data
PCAML-C-022_SCI_N_20140112133342_0007_A_2A.png,regolith,8.5,4.2,1.3,45.2,none,Synthetic label - replace with real data
PCAML-C-022_SCI_N_20140112133342_0007_A_2C.png,regolith,8.5,4.2,1.3,45.2,none,Synthetic label - replace with real data
PCAML-C-022_SCI_N_20140113192231_0008_A_2A.png,regolith,8.5,4.2,1.3,45.2,none,Synthetic label - replace with real data
PCAML-C-022_SCI_N_20140113192231_0008_A_2C.png,regolith,8.5,4.2,1.3,45.2,none,Synthetic label - replace with real data
PCAML-C-023_SCI_N_20131224191656_0006_A_2A.png,regolith,8.5,4.2,1.3,45.2,none,Synthetic label - replace with real data
PCAML-C-023_SCI_N_20131224191656_0006_A_2C.png,regolith,8.5,4.2,1.3,45.2,none,Synthetic label - replace with real data
PCAML-C-023_SCI_N_20140112133444_0007_A_2A.png,regolith,8.5,4.2,1.3,45.2,none,Synthetic label - replace with real data
PCAML-C-023_SCI_N_20140112133444_0007_A_2C.png,regolith,8.5,4.2,1.3,45.2,none,Synthetic label - replace with real data
PCAML-C-023_SCI_N_20140113192333_0008_A_2A.png,regolith,8.5,4.2,1.3,45.2,none,Synthetic label - replace with real data
PCAML-C-023_SCI_N_20140113192333_0008_A_2C.png,regolith,8.5,4.2,1.3,45.2,none,Synthetic label - replace with real data
PCAML-C-024_SCI_N_20131224191758_0006_A_2A.png,regolith,8.5,4.2,1.3,45.2,none,Synthetic label - replace with real data
PCAML-C-024_SCI_N_20131224191758_0006_A_2C.png,regolith,8.5,4.2,1.3,45.2,none,Synthetic label - replace with real data
PCAML-C-024_SCI_N_20140112133546_0007_A_2A.png,regolith,8.5,4.2,1.3,45.2,none,Synthetic label - replace with real data
PCAML-C-024_SCI_N_20140112133546_0007_A_2C.png,regolith,8.5,4.2,1.3,45.2,none,Synthetic label - replace with real data
PCAML-C-024_SCI_N_20140113192435_0008_A_2A.png,regolith,8.5,4.2,1.3,45.2,none,Synthetic label - replace with real data
PCAML-C-024_SCI_N_20140113192435_0008_A_2C.png,regolith,8.5,4.2,1.3,45.2,none,Synthetic label - replace with real data
PCAML-C-025_SCI_N_20131224191901_0006_A_2A.png,regolith,8.5,4.2,1.3,45.2,none,Synthetic label - replace with real data
PCAML-C-025_SCI_N_20131224191901_0006_A_2C.png,regolith,8.5,4.2,1.3,45.2,none,Synthetic label - replace with real data
PCAML-C-025_SCI_N_20140112133649_0007_A_2A.png,regolith,8.5,4.2,1.3,45.2,none,Synthetic label - replace with real data
PCAML-C-025_SCI_N_20140112133649_0007_A_2C.png,regolith,8.5,4.2,1.3,45.2,none,Synthetic label - replace with real data
PCAML-C-025_SCI_N_20140113192538_0008_A_2A.png,regolith,8.5,4.2,1.3,45.2,none,Synthetic label - replace with real data
PCAML-C-025_SCI_N_20140113192538_0008_A_2C.png,regolith,8.5,4.2,1.3,45.2,none,Synthetic label - replace with real data
PCAML-C-026_SCI_N_20131224192003_0006_A_2A.png,regolith,8.5,4.2,1.3,45.2,none,Synthetic label - replace with real data
PCAML-C-026_SCI_N_20131224192003_0006_A_2C.png,regolith,8.5,4.2,1.3,45.2,none,Synthetic label - replace with real data
PCAML-C-026_SCI_N_20140112133751_0007_A_2A.png,regolith,8.5,4.2,1.3,45.2,none,Synthetic label - replace with real data
PCAML-C-026_SCI_N_20140112133751_0007_A_2C.png,regolith,8.5,4.2,1.3,45.2,none,Synthetic label - replace with real data
PCAML-C-026_SCI_N_20140113192640_0008_A_2A.png,regolith,8.5,4.2,1.3,45.2,none,Synthetic label - replace with real data
PCAML-C-026_SCI_N_20140113192640_0008_A_2C.png,regolith,8.5,4.2,1.3,45.2,none,Synthetic label - replace with real data
PCAML-C-027_SCI_N_20131224192106_0006_A_2A.png,regolith,8.5,4.2,1.3,45.2,none,Synthetic label - replace with real data
PCAML-C-027_SCI_N_20131224192106_0006_A_2C.png,regolith,8.5,4.2,1.3,45.2,none,Synthetic label - replace with real data
PCAML-C-027_SCI_N_20140112133854_0007_A_2A.png,regolith,8.5,4.2,1.3,45.2,none,Synthetic label - replace with real data
PCAML-C-027_SCI_N_20140112133854_0007_A_2C.png,regolith,8.5,4.2,1.3,45.2,none,Synthetic label - replace with real data
PCAML-C-027_SCI_N_20140113192743_0008_A_2A.png,regolith,8.5,4.2,1.3,45.2,none,Synthetic label - replace with real data
PCAML-C-027_SCI_N_20140113192743_0008_A_2C.png,regolith,8.5,4.2,1.3,45.2,none,Synthetic label - replace with real data
PCAML-C-028_SCI_N_20131224192208_0006_A_2A.png,regolith,8.5,4.2,1.3,45.2,none,Synthetic label - replace with real data
PCAML-C-028_SCI_N_20131224192208_0006_A_2C.png,regolith,8.5,4.2,1.3,45.2,none,Synthetic label - replace with real data
PCAML-C-028_SCI_N_20140112133956_0007_A_2A.png,regolith,8.5,4.2,1.3,45.2,none,Synthetic label - replace with real data
PCAML-C-028_SCI_N_20140112133956_0007_A_2C.png,regolith,8.5,4.2,1.3,45.2,none,Synthetic label - replace with real data
PCAML-C-028_SCI_N_20140113192845_0008_A_2A.png,regolith,8.5,4.2,1.3,45.2,none,Synthetic label - replace with real data
PCAML-C-028_SCI_N_20140113192845_0008_A_2C.png,regolith,8.5,4.2,1.3,45.2,none,Synthetic label - replace with real data
PCAML-C-029_SCI_N_20131224193130_0006_A_2A.png,regolith,8.5,4.2,1.3,45.2,none,Synthetic label - replace with real data
PCAML-C-029_SCI_N_20131224193130_0006_A_2C.png,regolith,8.5,4.2,1.3,45.2,none,Synthetic label - replace with real data
PCAML-C-029_SCI_N_20140112134309_0007_A_2A.png,regolith,8.5,4.2,1.3,45.2,none,Synthetic label - replace with real data
PCAML-C-029_SCI_N_20140112134309_0007_A_2C.png,regolith,8.5,4.2,1.3,45.2,none,Synthetic label - replace with real data
PCAML-C-029_SCI_N_20140113193157_0008_A_2A.png,regolith,8.5,4.2,1.3,45.2,none,Synthetic label - replace with real data
PCAML-C-029_SCI_N_20140113193157_0008_A_2C.png,regolith,8.5,4.2,1.3,45.2,none,Synthetic label - replace with real data
PCAML-C-030_SCI_N_20131224193232_0006_A_2A.png,regolith,8.5,4.2,1.3,45.2,none,Synthetic label - replace with real data
PCAML-C-030_SCI_N_20131224193232_0006_A_2C.png,regolith,8.5,4.2,1.3,45.2,none,Synthetic label - replace with real data
PCAML-C-030_SCI_N_20140112134411_0007_A_2A.png,regolith,8.5,4.2,1.3,45.2,none,Synthetic label - replace with real data
PCAML-C-030_SCI_N_20140112134411_0007_A_2C.png,regolith,8.5,4.2,1.3,45.2,none,Synthetic label - replace with real data
PCAML-C-030_SCI_N_20140113193259_0008_A_2A.png,regolith,8.5,4.2,1.3,45.2,none,Synthetic label - replace with real data
PCAML-C-030_SCI_N_20140113193259_0008_A_2C.png,regolith,8.5,4.2,1.3,45.2,none,Synthetic label - replace with real data
PCAML-C-031_SCI_N_20131224193334_0006_A_2A.png,regolith,8.5,4.2,1.3,45.2,none,Synthetic label - replace with real data
PCAML-C-031_SCI_N_20131224193334_0006_A_2C.png,regolith,8.5,4.2,1.3,45.2,none,Synthetic label - replace with real data
PCAML-C-031_SCI_N_20140112134514_0007_A_2A.png,regolith,8.5,4.2,1.3,45.2,none,Synthetic label - replace with real data
PCAML-C-031_SCI_N_20140112134514_0007_A_2C.png,regolith,8.5,4.2,1.3,45.2,none,Synthetic label - replace with real data
PCAML-C-031_SCI_N_20140113193401_0008_A_2A.png,regolith,8.5,4.2,1.3,45.2,none,Synthetic label - replace with real data
PCAML-C-031_SCI_N_20140113193401_0008_A_2C.png,regolith,8.5,4.2,1.3,45.2,none,Synthetic label - replace with real data
PCAML-C-032_SCI_N_20131224193437_0006_A_2A.png,regolith,8.5,4.2,1.3,45.2,none,Synthetic label - replace with real data
PCAML-C-032_SCI_N_20131224193437_0006_A_2C.png,regolith,8.5,4.2,1.3,45.2,none,Synthetic label - replace with real data
PCAML-C-032_SCI_N_20140112134616_0007_A_2A.png,regolith,8.5,4.2,1.3,45.2,none,Synthetic label - replace with real data
PCAML-C-032_SCI_N_20140112134616_0007_A_2C.png,regolith,8.5,4.2,1.3,45.2,none,Synthetic label - replace with real data
PCAML-C-032_SCI_N_20140113193504_0008_A_2A.png,regolith,8.5,4.2,1.3,45.2,none,Synthetic label - replace with real data
PCAML-C-032_SCI_N_20140113193504_0008_A_2C.png,regolith,8.5,4.2,1.3,45.2,none,Synthetic label - replace with real data
PCAML-C-033_SCI_N_20131224193539_0006_A_2A.png,regolith,8.5,4.2,1.3,45.2,none,Synthetic label - replace with real data
PCAML-C-033_SCI_N_20131224193539_0006_A_2C.png,regolith,8.5,4.2,1.3,45.2,none,Synthetic label - replace with real data
PCAML-C-033_SCI_N_20140112134719_0007_A_2A.png,regolith,8.5,4.2,1.3,45.2,none,Synthetic label - replace with real data
PCAML-C-033_SCI_N_20140112134719_0007_A_2C.png,regolith,8.5,4.2,1.3,45.2,none,Synthetic label - replace with real data
PCAML-C-033_SCI_N_20140113193606_0008_A_2A.png,regolith,8.5,4.2,1.3,45.2,none,Synthetic label - replace with real data
PCAML-C-033_SCI_N_20140113193606_0008_A_2C.png,regolith,8.5,4.2,1.3,45.2,none,Synthetic label - replace with real data
PCAML-C-034_SCI_N_20131224193642_0006_A_2A.png,regolith,8.5,4.2,1.3,45.2,none,Synthetic label - replace with real data
PCAML-C-034_SCI_N_20131224193642_0006_A_2C.png,regolith,8.5,4.2,1.3,45.2,none,Synthetic label - replace with real data
PCAML-C-034_SCI_N_20140112134821_0007_A_2A.png,regolith,8.5,4.2,1.3,45.2,none,Synthetic label - replace with real data
